,name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,worst_grade,mean_grade,count_grade_0,count_grade_1,count_grade_2,count_grade_3,has_summary,weighted_score,priority
318,Espresso House Norge AS avd Bogstadveien 813,814266052,BOGSTADVEIEN 36 A,0366,OSLO,3.8,2.0,220.0,7,0.25,8,1,0,1,2,0.875,3,3,2,0,0,2.2,1
319,Espresso House Norge AS avd Ullevål Stadion 869,924372281,Sognsveien 75-77,0855,OSLO,3.7,2.0,12.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
320,Espresso House Oslo S Hovedhall ,921632649,Jernbanetorget 1,0154,OSLO,3.5,2.0,58.0,2,0.3333333333333333,3,1,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
321,Espresso House Parkveien,913091515,PARKVEIEN 27,0350,OSLO,4.0,2.0,492.0,10,0.3333333333333333,9,1,0,1,3,1.1111111111111112,3,3,2,1,0,3.3333333333333335,2
322,Espresso House Solli Plass ,916589131,HENRIK IBSENS GATE 90,0255,OSLO,4.2,2.0,460.0,4,0.1428571428571428,7,1,0,1,2,0.5714285714285714,4,2,1,0,0,2.0,1
323,Espresso House Torshov,917379351,VOGTS GATE 46,0477,OSLO,4.0,2.0,303.0,3,0.1428571428571428,7,1,0,1,2,0.4285714285714285,5,1,1,0,0,2.5,1
324,Espresso House Valkyriegaten ,913091558,VALKYRIEGATA 9,0366,OSLO,4.0,2.0,719.0,7,0.1428571428571428,7,1,1,1,2,1.0,1,5,1,0,0,1.5,1
325,Estar Sushi,914291933,KIRKEVEIEN 48,0368,OSLO,4.0,2.0,74.0,11,0.5,10,1,0,1,3,1.1,5,0,4,1,0,5.0,2
326,Even Espressobar AS,922675317,Mandallsgate 10,0190,OSLO,4.9,2.0,14.0,3,0.3333333333333333,3,0,0,1,2,1.0,1,1,1,0,0,2.5,1
327,Eventyrfabrikken,922570094,Sandakerveien 24c,0473,OSLO,3.8,2.0,455.0,0,0.0,1,1,0,0,0,0.0,1,0,0,0,0,0.0,0
328,FLY CHICKEN,920623077,Stenersgata 1A,050,OSLO,3.9,2.0,170.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
329,FLY CHICKEN,924397411,Torggata 9A,0181,OSLO,4.2,2.0,248.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
330,FRESH SUSHI HELSFYR AS,923423990,Grensesvingen 7,0661,OSLO,4.2,2.0,121.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
331,FYR Bistronomi & bar,916888082,UNDERHAUGSVEIEN 28,0354,OSLO,4.5,3.0,424.0,2,0.1666666666666666,6,1,1,1,2,0.3333333333333333,5,0,1,0,0,4.0,2
332,Far East,971665270,BERNT ANKERSGATE 4,0183,OSLO,4.2,1.0,404.0,16,0.5384615384615384,13,0,1,1,3,1.2307692307692308,6,0,5,2,0,5.428571428571429,2
333,Farine AS,825886192,Normannsgata 44,0655,OSLO,4.7,2.0,136.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
334,Feinschmecker Restaurant,872051732,Balchensgate 5,0265,OSLO,4.9,4.0,139.0,12,0.4545454545454545,11,1,1,1,2,1.0909090909090908,4,2,5,0,1,3.142857142857143,2
335,Feniqia Oslo AS,925631531,Rostockgata 66,0194,OSLO,4.5,2.0,287.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
336,Festningen Restaurant,989843435,MYNTGATA 9,0151,OSLO,4.4,3.0,758.0,7,0.25,8,1,1,1,2,0.875,3,3,2,0,1,2.2,1
337,Finnerud Sportsstue/Kafe,975893103,Sakariasveien 276,0758,OSLO,4.8,2.0,94.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
338,First Hotel Millennium,925376272,Tollbugata 25,0157,OSLO,3.8,2.0,851.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,1,1.0,0
339,Fiskeriet Youngstorget,911637529,Youngstorget 2,0181,OSLO,4.4,2.0,1450.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
340,Fjordterrassen Cafe,874113662,Bygdøynesveien 37,0286,OSLO,4.0,2.0,5.0,2,0.3333333333333333,3,1,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
341,Fjøla,991464964,JERNBANETORGET 1,0154,OSLO,3.5,2.0,347.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,0,2.5,1
342,Flamenco pizza,921596278,Trondheimsveien 391,0953,OSLO,3.3,2.0,68.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
343,Flamme Burger Grunerløkka AS,926745166,Thorvald Meyers Gate 87,0550,OSLO,4.2,2.0,140.0,3,0.3333333333333333,3,1,0,1,2,1.0,1,1,1,0,0,2.5,1
344,Flints Baguette & Grill ,921898088,Professor Birkelands vei 27B,1081,OSLO,4.1,2.0,72.0,10,0.6666666666666666,6,0,0,1,3,1.6666666666666667,2,0,2,2,0,6.5,2
345,Fly Chicken,921045220,Vitaminveien 31,0485,OSLO,4.0,2.0,195.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
346,Fly Chicken ,921045220,Kongens gate 23,0153,OSLO,3.9,2.0,70.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
347,Foodies ,999028438,Tordenskiolds gate 6,0160,OSLO,4.3,2.0,380.0,5,0.3333333333333333,6,1,1,1,2,0.8333333333333334,3,1,2,0,0,3.0,1
348,Forest & Brown ,885043542,Niels Juels gate 31,0257,OSLO,4.0,2.0,1.0,10,0.3,10,1,0,0,2,1.0,4,2,4,0,0,3.0,1
349,"Fra Dypet, Vippa",925779318,Akershusstranda 25,0150,OSLO,4.3,2.0,2932.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
350,Framheim,973366580,Bygdøynesveien 36,0286,OSLO,4.7,2.0,7748.0,8,0.25,8,1,0,0,3,1.0,3,3,1,1,1,3.2,2
351,Freddy Fuego AS,914545730,HAUSMANNS GATE 31A,0182,OSLO,4.6,1.0,1145.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,0,1.75,1
352,Frenchie ,920540953,Henrik Ibsens gate 100,0255,OSLO,4.1,2.0,68.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
353,Frognerseteren Restaurant ,973212079,Holmenkollveien 200,0791,OSLO,4.4,2.0,2589.0,7,0.3333333333333333,9,1,1,1,2,0.7777777777777778,5,1,3,0,1,3.25,2
354,Frognerstranda Kro,972059439,Frognerstranda 4,0250,OSLO,4.0,2.0,542.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
355,Fru Aasta AS,921172737,Østensjøveien 79,0667,OSLO,4.4,2.0,11.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
356,Fuglen,971717572,Universitetsgata 2,0164,OSLO,4.5,2.0,1182.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
357,Fun Kitchen Oslo AS,924986530,Hegdehaugsveien 31,0352,OSLO,4.1,2.0,123.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
358,Furuset Pizza og Grill,980309584,Trygve Lies Plass 1,1051,OSLO,3.7,1.0,211.0,4,0.5,4,1,0,1,2,1.0,2,0,2,0,0,4.0,2
359,GLØR,816318742,Storgata 21,0184,OSLO,4.3,2.0,77.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
360,GO'BENTO KIELLANDSPLASS AS,921048793,Waldemar Thranes gate 72,0175,OSLO,3.9,2.0,431.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
361,Galopin,921165218,Vulkan 5,0178,OSLO,4.8,2.0,26.0,2,0.25,4,0,0,0,2,0.5,3,0,1,0,0,4.0,2
362,Gamle Munch kaffebar,920136834,Tøyengata 53,0578,OSLO,4.0,2.0,67.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
363,Gamle Raadhus Restaurant,971692324,NEDRE SLOTTSGATE 1,0157,OSLO,4.2,2.0,326.0,3,0.0,5,1,1,1,1,0.6,2,3,0,0,1,1.0,0
364,Gangnam Korean Restaurant AS ,915131018,MUNKEDAMSVEIEN 59,0270,OSLO,4.5,2.0,705.0,5,0.1666666666666666,6,1,1,1,2,0.8333333333333334,2,3,1,0,1,1.75,1
365,Gari Sushi,923437800,Trondheimsveien 111b,0565,OSLO,3.9,2.0,45.0,2,0.0,2,1,0,0,1,1.0,0,2,0,0,0,1.0,0
366,Gartneriet på Bygdø Kongsgård,973618202,Museumsveien 15,0287,OSLO,4.6,2.0,100.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
367,Gastroteket Vika,924686782,Ruseløkkveien 26,0251,OSLO,4.0,2.0,45.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
368,Gate of India,972352225,BOGSTADVEIEN 66A,0366,OSLO,4.2,2.0,399.0,9,0.3,10,1,1,1,2,0.9,4,3,3,0,0,2.5,1
369,Geita Restaurant,921412088,Geitmyrsveien 57,0455,OSLO,4.8,2.0,76.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
370,Ghost Pizzeria,926039970,Kirkeveien 51,0368,OSLO,5.0,2.0,102.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
371,Girotondo,919848928,Youngs gate 19,0181,OSLO,4.6,2.0,554.0,1,0.0,3,1,1,1,1,0.3333333333333333,2,1,0,0,1,1.0,0
372,Godt Brød Grunerløkka,883338162,Thorvald Meyers gate 49,0555,OSLO,4.4,2.0,940.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,1,4.0,2
373,Godt Brød Munch Brygge,922965447,Operagata 29,0194,OSLO,4.1,2.0,236.0,10,0.6,5,1,0,1,3,2.0,1,0,2,2,0,6.5,2
374,Godt Brød Nydalen NY28,922022380,Nydalsveien 28,0484,OSLO,4.4,2.0,82.0,0,0.0,2,1,0,1,0,0.0,2,0,0,0,0,0.0,0
375,Godt brød Bisletthjørnet ,917025401,THERESESGATE 52,0168,OSLO,4.2,2.0,194.0,6,0.25,8,1,0,1,2,0.75,4,2,2,0,0,2.5,1
376,Godt brød Nydalen,990191069,NYDALSVEIEN 33,0484,OSLO,4.3,2.0,181.0,8,0.3333333333333333,9,1,0,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
377,Godthåb AS,820691342,Grønland 18,0188,OSLO,4.3,2.0,172.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
378,Gohan,921265484,Torggata 16,0181,OSLO,3.6,2.0,45.0,7,0.6,5,1,0,1,3,1.4,2,0,2,1,0,5.666666666666667,2
379,Golden Mountain Chin Shan House ,974163527,Fritjof Nansens plass 4,0160,OSLO,3.8,2.0,181.0,13,0.4545454545454545,11,1,1,1,3,1.181818181818182,5,1,3,2,0,5.166666666666667,2
380,Gondol Restaurant & Bar,921589964,Stovner senter 3,0985,OSLO,4.3,2.0,193.0,5,0.6666666666666666,3,1,1,1,3,1.6666666666666667,1,0,1,1,0,6.5,2
381,Go´Grilla Food Trailer Langkaia,914749565,Langkaia ,0150,OSLO,3.9,2.0,33.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
382,Grains Frogner,922170843,Niels Juels gate 33B,0257,OSLO,4.7,2.0,33.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
383,Grains Løren AS,928730158,Lørenveien 44B,0585,OSLO,4.8,2.0,4.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
385,Grains as,920641458,Valkyriegata 21B,0366,OSLO,4.5,2.0,280.0,3,0.3333333333333333,3,1,0,1,2,1.0,1,1,1,0,0,2.5,1
386,Grand Café & Vinkjeller,985183007,Karl Johans Gate 31,0159,OSLO,4.2,3.0,961.0,9,0.375,8,1,1,1,2,1.125,2,3,3,0,1,2.5,1
387,Grand Pizza ,993639524,Grønlandsleiret 14,0190,OSLO,3.7,1.0,180.0,5,0.4,5,0,1,1,2,1.0,2,1,2,0,0,3.0,1
388,Grand Taj Indian Restaurant,917012989,Nedre Prinsdals vei 83B,1263,OSLO,4.4,2.0,271.0,7,0.5,6,1,1,1,3,1.1666666666666667,3,0,2,1,0,5.666666666666667,2
389,Grefsenkollen restaurant ,993384062,Grefsenkollveien 100,0490,OSLO,4.4,3.0,1832.0,4,0.2,5,1,1,1,2,0.8,2,2,1,0,0,2.0,1
390,Grezzo Restaurant,915942717,Bernt Aker vei ,0183,OSLO,4.4,2.0,62.0,2,0.0,1,1,1,1,2,2.0,0,0,1,0,0,4.0,2
391,Grilleriet AS,997255518,"STORGATA 21 /23, 0184 OSLO",0184,OSLO,4.1,3.0,537.0,7,0.25,8,1,1,1,2,0.875,3,3,2,0,0,2.2,1
392,Grill’s Ville ,994627708,Frognerveien 9C,0257,OSLO,4.1,2.0,281.0,9,0.3636363636363636,11,1,0,1,2,0.8181818181818182,6,1,4,0,0,3.4,2
393,Grisen - Torshovgata 2,988046949,TORSHOVGATA 2,0476,OSLO,4.1,2.0,799.0,12,0.4,10,1,1,1,2,1.2,2,4,4,0,0,2.5,1
394,Grytelokket avd. sentrum,988770140,STORGATEN 45,0182,OSLO,4.2,2.0,480.0,9,0.3333333333333333,9,1,0,1,2,1.0,3,3,3,0,0,2.5,1
395,Gråbein Bar AS,923001603,Lakkegata 71A,0562,OSLO,4.6,2.0,174.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
396,Grådi,817665322,SØRLIGATA 40,0577,OSLO,4.1,2.0,594.0,5,0.2,5,1,0,1,2,1.0,1,3,1,0,0,1.75,1
397,Grønland Gym ,819223742,Rubina Ranas gate 3,0190,OSLO,4.1,2.0,333.0,4,0.25,4,1,1,1,2,1.0,1,2,1,0,0,2.0,1
398,Grünerhaven Cuisine Suisse AS,972002607,OLAF RYES PLASS 12 12,0552,OSLO,3.8,2.0,266.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,0,3.0,1
399,Grünerløkka Gastropub A/S,922260974,Thorvald Meyers gate 30B,0555,OSLO,4.4,2.0,740.0,7,0.75,4,1,1,1,3,1.75,1,0,2,1,0,5.666666666666667,2
400,Gunnars Generasjonsbar,919817917,Torggata 13,0181,OSLO,4.3,2.0,443.0,6,0.5,6,1,1,1,2,1.0,3,0,3,0,0,4.0,2
401,Gutta fra Calcutta Tandoori Restaurant & Bar AS,986614540,Waldemar Thranes gate 65,0173,OSLO,4.3,2.0,287.0,9,0.4,10,1,1,1,2,0.9,5,1,4,0,0,3.4,2
402,HAO CAFÈ,923742549,Majorstuveien 40,0367,OSLO,4.3,2.0,117.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
403,HAPPY FOODS,913231767,Neuberggata 2a,0367,OSLO,4.4,2.0,94.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
404,Habibi,913207319,STORGATA 13,0184,OSLO,4.1,2.0,903.0,19,0.6153846153846154,13,1,1,1,3,1.4615384615384617,4,1,6,2,0,4.777777777777778,2
405,Hagestuen Cafe',981132041,HAGEGATA 34,0653,OSLO,4.2,2.0,110.0,2,0.0,6,0,1,1,1,0.3333333333333333,4,2,0,0,0,1.0,0
406,Hakuna Matata,922086273,Møllergata 38,0179,OSLO,4.1,1.0,268.0,5,0.5,4,1,1,1,3,1.25,2,0,1,1,0,6.5,2
407,Halvorsens Conditori,871699232,Prinsens gate 26,0157,OSLO,3.8,3.0,76.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
408,Handmade,925447862,Trondheimsveien 8,0560,OSLO,3.9,2.0,296.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
409,Handwerk Botaniske,916701721,Sars' gate 1,0562,OSLO,3.7,2.0,240.0,6,0.5,4,1,1,1,3,1.5,1,1,1,1,0,4.666666666666667,2
410,Hapag Sushi,826051892,Dronning Eufemias gate 14,0191,OSLO,3.8,2.0,8.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
411,Happy Time Oslo AS,997758471,THORVALD MEYERS GATE 76C,0550,OSLO,3.9,2.0,269.0,12,0.4545454545454545,11,0,1,1,2,1.0909090909090908,4,2,5,0,0,3.142857142857143,2
412,Hasle Linie Gastropub,921537735,Haslevangen 18,0579,OSLO,4.0,2.0,410.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
413,Haugenstua Kafe og Catering,912792706,Ole Brumms vei 1,0979,OSLO,4.0,1.0,83.0,7,0.5,6,1,0,1,2,1.1666666666666667,2,1,3,0,0,3.25,2
414,Haugerud Kebab & Pizza,915566197,Haugerudsentervei 1,0673,OSLO,4.0,2.0,214.0,2,0.0,1,0,0,1,2,2.0,0,0,1,0,0,4.0,2
415,Haveli Kalbakken,911686538,NEDRE KALBAKK VEI 2 ,0950,OSLO,4.0,2.0,195.0,11,0.5555555555555556,9,1,1,1,3,1.2222222222222223,4,0,4,1,0,5.0,2
416,Hawaii Barcode,928278034,Dronning Eufemias gate 14,0191,OSLO,4.0,2.0,214.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
417,Hedone,912872998,SKOVVEIEN 15,0255,OSLO,4.5,2.0,6.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
418,Heim St. Hanshaugen,917146519,Colletts gate 33,0169,OSLO,4.3,2.0,560.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,0,1.75,1
419,Helt Vilt,927719533,Vulkan 5,0178,OSLO,4.1,2.0,28.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
420,Helt rått,990616418,STOCKFLETHS GATE 51A,0461,OSLO,3.6,2.0,84.0,3,0.3333333333333333,3,1,0,1,2,1.0,1,1,1,0,0,2.5,1
421,Hereford Steakhouse,925249955,Rosenkrantz' gate 7,0159,OSLO,4.0,2.0,667.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
422,Herregårdskroen AS,871705682,FROGNERVEIEN 67,0266,OSLO,4.0,2.0,292.0,2,0.0,5,1,1,1,1,0.4,3,2,0,0,0,1.0,0
423,Hitchhiker AS,998093937,Mathallen Oslo,0178,OSLO,4.2,2.0,167.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
424,Hjemme Hos Svigers ,913038444,Fredriksborgveien 16,0286,OSLO,4.2,2.0,321.0,16,0.5,12,1,1,1,3,1.3333333333333333,4,2,4,2,0,4.5,2
425,Holmenkollen Restaurant,989515179,Holmenkollveien 119,0787,OSLO,4.0,3.0,554.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
426,Hongs Bao Bao ,919195355,Vulkan 5,0178,OSLO,3.8,2.0,6.0,4,0.25,4,0,0,1,2,1.0,1,2,1,0,0,2.0,1
427,"Hoppkafeen, Skimuseet  ",974112558,Kongeveien 5,0787,OSLO,4.6,2.0,10000.0,2,0.0,4,1,0,0,1,0.5,2,2,0,0,1,1.0,0
428,Horgan's Bar & Nattklubb,990458111,Hegdehaugsveien 24,0352,OSLO,3.5,2.0,355.0,8,0.6666666666666666,6,1,1,1,2,1.3333333333333333,2,0,4,0,1,4.0,2
429,Hos Thea,972086630,Gabels gate 11,0272,OSLO,4.8,3.0,379.0,9,0.3333333333333333,9,1,1,1,3,1.0,4,2,2,1,0,3.8,2
430,Hos Victoria Cafe&Tapas,812561952,NORDSTRANDVEIEN 32,1163,OSLO,4.0,2.0,121.0,5,0.1666666666666666,6,1,0,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
431,Hrimnir ramen,919374209,Maridalsveien 9A,0178,OSLO,4.5,2.0,689.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
432,Hy's sushi avd. Hovin,915271111,Hovinveien 39,0661,OSLO,4.2,2.0,183.0,9,0.5,8,1,1,1,2,1.125,3,1,4,0,0,3.4,2
433,"Hylla Cafe' & Spiseri, Golden Town AS",974472066,PLOGVEIEN 6 MANGLERUD SENTER Manglerud senter,0679,OSLO,3.9,2.0,209.0,11,0.4545454545454545,11,1,1,1,2,1.0,5,1,5,0,0,3.5,2
434,Høymagasinet,919024240,Myntgata 7,0151,OSLO,4.0,2.0,22.0,5,0.5,4,1,0,0,2,1.25,1,1,2,0,0,3.0,1
435,I Baren,924452838,Operagaten 69 b,0194,OSLO,4.0,2.0,172.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
436,ISSHO,922288704,Torggata 11,0181,OSLO,4.2,2.0,108.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
437,"Ikea Furuset, Restaurant",981504879,STRØMSVEIEN 303,1081,OSLO,3.6,2.0,207.0,7,0.0,7,1,1,1,3,1.0,2,4,0,1,1,2.6,1
438,Il Bolognese,821711282,Middelthunsgate 25A,0368,OSLO,4.8,2.0,70.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
439,Il Bolognese avd. Aker Brygge,821711282,Fjordalléen 20,0250,OSLO,3.9,2.0,75.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
440,Il Colosseo,999651380,SØRKEDALSVEIEN 3A,0369,OSLO,4.5,2.0,422.0,12,0.4545454545454545,11,1,1,1,3,1.0909090909090908,5,1,4,1,0,4.333333333333333,2
441,Il Professore,921814615,Schweigaardsgate 54a,0656,OSLO,4.5,2.0,250.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
442,Illegal burger ,914592224,Olaf Ryes plass 4,0179,OSLO,4.3,2.0,1021.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
443,Illegal burger as,894954892,MØLLERGATA 23,0179,OSLO,4.4,2.0,2459.0,13,0.5,10,1,1,1,3,1.3,3,2,4,1,1,3.857142857142857,2
444,Inages Mat,913646754,Vulkan,0178,OSLO,4.4,1.0,738.0,3,0.25,4,1,1,1,2,0.75,2,1,1,0,0,2.5,1
445,Indi Gastrobar ,925254290,Normannsgata 5B,0655,OSLO,4.7,2.0,57.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
446,Indi Spice,814798712,Welhavens gate 2A,0166,OSLO,4.5,2.0,438.0,5,0.5,2,1,1,1,3,2.5,0,0,1,1,0,6.5,2
447,Indian Heritage,922126623,Tore Hals Mejdells Vei 5,0751,OSLO,4.7,2.0,88.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
448,Isan Kitchen ,925023337,Thorvald Meyers gate 64,0552,OSLO,4.6,2.0,250.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
449,Istanbul kebab og bakeri as,824773912,Trondheimsveien 13,0560,OSLO,4.2,2.0,927.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
450,Izakaya,995517302,St. Olavs gate 7,0165,OSLO,4.6,2.0,672.0,10,0.4444444444444444,9,1,0,1,2,1.1111111111111112,3,2,4,0,0,3.0,1
451,JEFJEL HEALING FOOD DIALLO,919812060,Dronning Eufemias gate14,0191,OSLO,4.8,2.0,11.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
452,JOE & THE JUICE Aker Brygge,915839118,BRYGGETORGET,0250,OSLO,3.2,2.0,17.0,18,0.5714285714285714,14,0,0,1,3,1.2857142857142858,5,1,7,1,0,4.222222222222222,2
453,JOE & THE JUICE CC VEST,922533695,Lilleakerveien 16,0283,OSLO,3.2,2.0,17.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
454,JOE & THE JUICE Karl Johan,915868703,KARL JOHANS GATE 25,0159,OSLO,3.2,2.0,17.0,13,0.5454545454545454,11,0,0,1,3,1.181818181818182,5,0,5,1,0,4.833333333333333,2
455,JOE & THE JUICE Nordstrand,918378812,Nordstrandveien 40,1162,OSLO,3.2,2.0,17.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
456,Jafs Tøyen,825273042,Tøyengata 45A,0578,OSLO,3.6,2.0,59.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
457,Jaipur Indian Restaurant,972957127,Karl Johans gate 18c,0159,OSLO,4.3,2.0,2501.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
458,Jams Manglerud AS,925400416,Manglerud Senter,0679,OSLO,3.9,2.0,1652.0,2,0.5,2,1,0,0,2,1.0,1,0,1,0,0,4.0,2
459,Jams Restaurant & Bar,926886185,Holmlia Senter vei 10,1255,OSLO,3.5,2.0,216.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
460,Japanese Dining Sato,924684925,Bygdøy allé 19,0262,OSLO,4.2,2.0,279.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
461,Japo Sushi Frogner,916641869,Frognerveien 1,0257,OSLO,3.4,2.0,91.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
462,Japo Sushi Skøyen AS,916641737,KARENSLYST ALLE 9,0278,OSLO,3.6,2.0,140.0,11,0.5555555555555556,9,1,0,1,3,1.2222222222222223,4,0,4,1,0,5.0,2
463,Japon Sushi ,916641745,Sognsvn 70b,0369,OSLO,3.6,2.0,96.0,23,0.6,15,1,0,1,3,1.5333333333333334,4,2,6,3,0,4.818181818181818,2
464,Jarmann Gastropub,975350894,Stranden 1,0250,OSLO,4.2,2.0,588.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
465,Jensens Bøfhus AS,997778014,Stortingsgata 2,0158,OSLO,3.6,2.0,2001.0,0,0.0,2,0,1,1,0,0.0,2,0,0,0,0,0.0,0
466,Jewel of India,928737969,Oscarsgate  81,0256,OSLO,4.5,2.0,860.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
467,Joe & The Juice ,917586179,Ruseløkveien 3-5,0251,OSLO,3.2,2.0,17.0,2,0.3333333333333333,3,0,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
468,Joe & The Juice Bjørvika,917586039,Dronning Eufemias gate 39,0194,OSLO,3.2,2.0,17.0,7,0.6,5,0,0,1,3,1.4,2,0,2,1,0,5.666666666666667,2
469,Joe & The Juice Byporten,928553604,Jernbanetorget 6,0154,OSLO,3.2,2.0,17.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
470,Joe & The Juice Steen & Strøm Oslo,915838979,Nedre Slottsgate 8,0157,OSLO,3.2,2.0,17.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
471,Joe & The Juice Storo,928553647,Vitaminveien 7,0485,OSLO,3.2,2.0,17.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
472,Joe & the Juice,918378871,Torggata 9a,0191,OSLO,3.2,2.0,17.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
473,Joe & the Juice Bogstadveien 21 ,998993210,BOGSTADVEIEN 21 ,0355,OSLO,3.2,2.0,17.0,8,0.4444444444444444,9,0,0,1,2,0.8888888888888888,5,0,4,0,0,4.0,2
474,Joe & the Juice Skovveien,915839266,SKOVVEIEN 5,0257,OSLO,3.2,2.0,17.0,9,0.4,10,0,0,1,2,0.9,5,1,4,0,0,3.4,2
